,Powierzchnia,Piętro,room_count,lat,lng,Ludnosc,age,balkon,taras,Winda,Miejsce_parkingowe,Materiał_budynku,Stan_wykończenia,Rodzaj_zabudowy,price
2548,46.0,4.0,2.0,52.2392573,20.9429722,90327.38888888888,12.0,1.0,0.0,1,0,0,0,0,2600.0
2549,54.0,3.0,3.0,52.2068454,21.0673064,90327.38888888888,2.0,1.0,0.0,1,0,1,0,0,4700.0
2550,31.0,6.0,1.0,52.2378467,21.0811995,90327.38888888888,21.0,1.0,0.0,1,0,1,0,0,2300.0
2551,100.0,3.0,3.0,52.2235384,21.0190184,90327.38888888888,14.0,0.0,0.0,1,0,1,0,0,8500.0
2552,54.0,2.0,3.0,51.1219789,16.9813014,115516.8,43.0,1.0,0.0,0,1,0,0,0,3000.0
2553,48.0,2.0,3.0,52.2355235,20.9921644,90327.38888888888,53.0,1.0,0.0,1,1,0,0,0,3400.0
2554,44.0,5.0,2.0,52.1743332,20.99022,90327.38888888888,4.0,1.0,0.0,1,0,0,0,0,3100.0
2555,45.0,4.0,2.0,51.1140157,17.0203615,115516.8,5.0,0.0,0.0,1,0,1,0,0,3100.0
2556,34.0,3.0,2.0,52.1561298,21.1116284,90327.38888888888,4.0,1.0,0.0,1,0,1,1,0,4000.0
2558,49.0,0.0,2.0,51.1033271,17.0112328,115516.8,14.0,1.0,0.0,0,1,1,0,0,2650.0
2559,38.0,1.0,2.0,54.1032801,18.7701928,13458.125,5.0,0.0,0.0,0,1,0,0,0,2200.0
2560,35.98,2.0,2.0,51.0744343,16.8846569,12567.666666666666,2.0,1.0,0.0,0,0,0,0,0,2200.0
2561,66.0,1.0,3.0,51.206794,16.1676768,88421.0,1.0,0.0,0.0,1,1,0,0,0,3200.0
2562,54.0,7.0,2.0,52.194157,21.0346955,90327.38888888888,18.0,1.0,0.0,1,0,0,0,0,4100.0
2564,36.6,0.0,2.0,50.9072496,14.9561498,8328.8,13.0,0.0,0.0,0,1,1,1,0,1500.0
2565,37.0,2.0,2.0,50.0420362,19.9499326,141070.0,1.0,1.0,0.0,1,0,1,1,0,3100.0
2566,30.0,1.0,1.0,51.6549856,17.8068258,9875.217391304348,17.0,0.0,0.0,0,0,1,0,0,1000.0
2567,40.0,5.0,2.0,51.0785518,17.0531945,115516.8,15.0,1.0,0.0,1,1,1,1,0,2500.0
2568,60.0,3.0,3.0,52.2681666,20.4632209,90327.38888888888,19.0,0.0,0.0,0,1,1,0,1,2600.0
2569,60.0,4.0,3.0,51.2658553,15.5657397,12049.714285714286,14.0,0.0,0.0,0,1,0,1,0,2300.0
2570,56.11,1.0,3.0,53.7922358,20.3893476,154339.0,19.0,0.0,0.0,0,1,1,1,0,2800.0
2571,51.0,3.0,3.0,51.7367015,19.4356646,120202.8,2.0,1.0,1.0,1,0,1,0,0,2800.0
2572,78.0,4.0,3.0,52.2648142,20.9516958,90327.38888888888,16.0,0.0,0.0,1,0,1,0,0,3500.0
2573,46.0,1.0,1.0,50.0070297,19.9733455,141070.0,23.0,1.0,0.0,0,1,1,1,1,1700.0
2574,66.0,4.0,3.0,51.206794,16.1676768,88421.0,1.0,0.0,0.0,1,1,0,0,0,3200.0
2575,40.0,1.0,2.0,51.843148,16.5784305,58121.0,15.0,0.0,0.0,0,1,0,0,0,1700.0
2576,44.0,0.0,2.0,50.8575475,16.3213376,12683.64705882353,15.0,0.0,1.0,0,0,1,0,0,1800.0
2577,54.8,1.0,2.0,52.1307732,21.0775923,90327.38888888888,16.0,1.0,0.0,1,0,0,0,0,3000.0
2578,58.0,1.0,2.0,52.1292293,21.0659048,90327.38888888888,20.0,1.0,0.0,1,0,0,0,0,2900.0
2579,38.0,3.0,2.0,52.2962031,21.0393051,90327.38888888888,47.0,1.0,0.0,0,0,0,0,0,2000.0
2580,35.0,4.0,1.0,52.1292293,21.0659048,90327.38888888888,20.0,0.0,0.0,1,1,1,1,1,2200.0
2581,45.0,1.0,2.0,52.2296756,21.0122287,90327.38888888888,5.0,1.0,1.0,1,1,0,0,0,3950.0
2582,59.0,0.0,2.0,52.2465776,20.9107064,90327.38888888888,13.0,0.0,1.0,1,0,0,0,0,2500.0
2583,94.0,1.0,4.0,51.0898838,17.0372274,115516.8,13.0,1.0,0.0,0,1,1,0,0,7500.0
2584,45.0,8.0,2.0,52.4161694,16.932442,93138.2,2.0,0.0,0.0,1,0,1,0,0,2900.0
2585,72.0,1.0,3.0,52.2312337,21.0925229,90327.38888888888,6.0,1.0,0.0,1,0,1,0,0,5600.0
2586,28.0,1.0,1.0,49.9870619,20.0647971,18227.14285714286,2.0,0.0,0.0,0,0,1,0,0,1400.0
2587,130.0,4.0,4.0,52.1750141,21.0444328,90327.38888888888,17.0,1.0,0.0,1,0,1,1,0,8500.0
2588,40.4,2.0,2.0,50.0190504,20.9730114,101216.0,60.0,1.0,0.0,0,1,0,1,0,1600.0
2589,36.0,2.0,1.0,52.1110667,21.2480351,13213.888888888889,4.0,1.0,0.0,1,1,1,1,1,2100.0
2590,38.0,1.0,2.0,50.0569787,19.9603504,141070.0,4.0,1.0,0.0,1,1,1,0,0,3300.0
2592,29.0,1.0,1.0,51.39772199999999,16.2095788,19812.0,15.0,1.0,0.0,0,1,0,0,1,950.0
2593,31.0,4.0,1.0,52.2030807,20.9960449,90327.38888888888,13.0,1.0,0.0,1,0,1,0,0,2800.0
2594,103.0,6.0,4.0,50.0497618,19.9611704,141070.0,2.0,1.0,0.0,1,0,1,0,0,7500.0
2595,60.0,9.0,3.0,52.406374,16.9251681,93138.2,15.0,1.0,0.0,0,1,1,0,1,2500.0
2596,81.0,1.0,4.0,51.4087401,19.6935338,67607.0,23.0,1.0,0.0,0,0,0,0,0,2900.0
2597,33.0,0.0,1.0,50.0194569,20.0043681,141070.0,43.0,1.0,0.0,0,1,0,0,0,1800.0
2598,118.0,2.0,3.0,51.9356214,15.5061862,129420.0,13.0,0.0,0.0,0,1,1,0,1,2000.0
2599,94.0,1.0,4.0,51.1349776,16.782625,9279.5,14.0,0.0,0.0,0,0,1,0,0,4000.0
2600,48.0,2.0,2.0,52.1884491,20.9921601,90327.38888888888,4.0,1.0,0.0,1,0,1,0,0,2900.0
2601,46.0,2.0,2.0,49.9857805,18.9477092,15324.42857142857,16.0,0.0,0.0,0,1,1,0,0,1100.0
2602,59.0,3.0,2.0,52.2323489,21.0607964,90327.38888888888,12.0,1.0,1.0,0,0,1,0,0,4000.0
2603,80.0,5.0,3.0,52.1312851,21.0659234,90327.38888888888,22.0,1.0,0.0,1,0,1,0,0,4200.0
2604,32.0,0.0,1.0,50.8793539,20.6276786,7433.5,2.0,1.0,1.0,1,1,0,0,0,2450.0
2605,70.0,2.0,2.0,52.41253709999999,17.0855512,15708.6,13.0,0.0,0.0,0,0,0,0,0,1800.0
2606,47.7,2.0,2.0,50.6683223,17.9230651,116309.0,15.0,0.0,0.0,0,1,1,0,0,1700.0
2607,75.0,6.0,3.0,52.1427762,21.035647,90327.38888888888,17.0,1.0,0.0,1,1,1,0,0,3500.0
2608,35.0,0.0,2.0,54.394516,18.6196831,420796.0,5.0,0.0,1.0,1,0,1,0,0,3290.0
2609,35.0,4.0,2.0,52.2507266,20.993715,90327.38888888888,67.0,0.0,0.0,0,1,1,0,0,2400.0
2610,33.0,9.0,1.0,52.1847082,21.0250647,90327.38888888888,7.0,1.0,0.0,1,0,1,0,0,2600.0
2611,57.0,6.0,3.0,51.1468562,17.0707603,115516.8,9.0,1.0,0.0,1,0,0,0,0,3000.0
2612,48.0,1.0,3.0,51.2118486,22.5549777,314208.0,43.0,1.0,0.0,0,1,0,0,0,1950.0
2613,35.0,5.0,2.0,50.04637,19.9725201,141070.0,1.0,1.0,0.0,1,1,1,0,0,2800.0
2614,44.0,4.0,2.0,51.7799857,19.5022286,120202.8,4.0,1.0,1.0,1,0,1,0,0,2999.0
2615,85.0,1.0,4.0,52.2342687,20.9786038,90327.38888888888,6.0,0.0,1.0,1,0,0,0,0,6200.0
2616,30.0,0.0,2.0,51.118131,17.0562149,115516.8,15.0,0.0,0.0,0,1,1,0,0,1600.0
2617,53.0,1.0,2.0,53.1385153,23.1611081,268143.0,63.0,1.0,0.0,0,1,0,0,0,1300.0
2618,60.0,4.0,2.0,50.067302,19.9272707,141070.0,22.0,0.0,0.0,0,1,1,1,0,3500.0
2619,58.82,2.0,2.0,50.8660773,20.6285677,180177.0,9.0,1.0,0.0,1,0,0,1,0,2600.0
2620,40.0,3.0,2.0,52.3895186,16.8511706,93138.2,55.0,0.0,0.0,0,1,1,0,0,1300.0
2621,33.0,2.0,1.0,51.1046791,17.0507465,115516.8,11.0,0.0,0.0,1,0,1,0,0,2400.0
2623,66.0,4.0,3.0,52.2581206,21.0401514,90327.38888888888,2.0,1.0,0.0,1,0,1,0,0,4900.0
2624,60.0,1.0,3.0,51.744152,18.0249572,91022.0,2.0,1.0,0.0,1,1,0,1,0,2300.0
2625,53.0,4.0,2.0,52.3950959,20.9303462,19067.0,20.0,1.0,0.0,1,0,1,1,0,2500.0
2626,75.0,2.0,3.0,52.1986108,21.0464264,90327.38888888888,19.0,1.0,0.0,1,0,0,0,0,4500.0
2627,44.0,4.0,2.0,52.2121379,20.9768659,90327.38888888888,69.0,1.0,0.0,1,1,0,0,0,3500.0
2628,53.01,0.0,2.0,51.0516668,17.0576881,115516.8,3.0,0.0,0.0,0,1,1,1,0,3800.0
2629,40.0,4.0,2.0,52.2409067,20.9113297,90327.38888888888,7.0,1.0,0.0,1,1,1,0,0,3000.0
2630,33.0,4.0,2.0,52.1923937,20.9415507,90327.38888888888,2.0,1.0,0.0,1,0,0,0,0,2800.0
2631,46.25,2.0,2.0,52.3241804,21.0691084,90327.38888888888,8.0,1.0,0.0,1,0,0,0,0,2500.0
2632,42.91,3.0,2.0,50.0755806,19.9242028,141070.0,58.0,1.0,0.0,0,1,0,1,0,2000.0
2633,62.0,2.0,3.0,52.2017434,20.9199605,90327.38888888888,11.0,1.0,0.0,1,0,0,0,0,4900.0
2634,36.0,0.0,1.0,51.0730354,17.0344085,115516.8,15.0,1.0,0.0,0,1,1,1,0,1800.0
2635,38.0,1.0,1.0,51.2310214,22.5763326,314208.0,19.0,1.0,0.0,0,1,1,0,0,1490.0
2636,34.0,4.0,2.0,50.0105051,19.9648826,141070.0,21.0,0.0,0.0,0,1,0,1,0,1400.0
2637,39.5,3.0,2.0,53.1255266,23.1339796,268143.0,1.0,1.0,0.0,0,0,1,1,1,2100.0
2638,86.0,1.0,4.0,51.0922423,16.9815481,115516.8,13.0,1.0,1.0,1,1,1,1,0,7500.0
2639,36.7,4.0,2.0,53.0137505,18.5699335,175852.0,13.0,0.0,0.0,1,1,0,1,0,1800.0
2640,54.0,8.0,3.0,52.2588019,20.9836829,90327.38888888888,19.0,1.0,0.0,1,0,1,0,0,5000.0
2641,35.0,2.0,1.0,51.0893253,17.0159794,115516.8,15.0,1.0,0.0,1,1,1,1,0,2300.0
2642,80.0,1.0,3.0,51.2114504,16.1571235,88421.0,15.0,0.0,0.0,1,0,0,0,0,3200.0
2643,50.0,3.0,2.0,50.0161463,22.6777169,9804.666666666666,20.0,0.0,0.0,0,1,1,0,0,1000.0
2644,58.0,5.0,3.0,50.2789565,18.9724607,93138.2,46.0,1.0,0.0,1,1,0,0,0,1700.0
2645,40.0,1.0,2.0,52.1939885,21.0034092,90327.38888888888,20.0,1.0,0.0,0,1,0,0,0,2300.0
2646,63.0,1.0,2.0,52.5463446,19.7065364,110379.0,12.0,1.0,0.0,0,0,0,0,0,2800.0
2647,53.0,4.0,2.0,52.2558398,21.0467675,90327.38888888888,11.0,1.0,0.0,1,1,0,0,0,3200.0
2648,90.0,0.0,3.0,52.2803186,20.955977,90327.38888888888,19.0,0.0,0.0,0,1,1,0,0,4800.0
2649,58.0,1.0,3.0,51.82709000000001,17.45392,7452.1,1.0,1.0,0.0,1,1,1,0,0,1500.0
2650,43.06,1.0,2.0,52.2320297,20.885766,90327.38888888888,11.0,1.0,0.0,1,0,0,0,0,2790.0
2651,46.0,3.0,2.0,50.12180069999999,19.0200022,116583.0,15.0,1.0,0.0,0,1,1,0,0,2500.0
2652,39.3,1.0,2.0,52.406374,16.9251681,93138.2,2.0,1.0,0.0,1,0,0,0,0,2700.0
2654,49.0,3.0,2.0,52.3863732,16.8438603,93138.2,19.0,1.0,0.0,1,1,0,0,0,2000.0
2655,32.0,1.0,1.0,54.3074799,18.5824017,420796.0,2.0,1.0,0.0,0,0,0,0,0,2100.0
2656,37.8,7.0,2.0,53.1318657,23.1366965,268143.0,1.0,0.0,0.0,0,0,1,0,1,1800.0
2658,44.0,4.0,2.0,52.217297,20.9821895,90327.38888888888,20.0,1.0,0.0,0,1,1,0,1,4000.0
2660,70.0,7.0,3.0,50.0411867,21.9991196,185662.0,3.0,0.0,0.0,1,1,1,0,0,2500.0
2661,20.0,0.0,1.0,50.11814039999999,18.9742031,116583.0,16.0,0.0,0.0,0,1,0,0,0,1350.0
2662,70.0,1.0,3.0,51.5045534,16.0433663,6630.0,14.0,0.0,0.0,0,1,1,1,1,2500.0
2663,67.0,7.0,2.0,51.0913165,17.0169774,115516.8,13.0,0.0,0.0,1,0,1,1,0,3000.0
2664,24.0,0.0,1.0,52.5349253,17.5826575,9925.5,18.0,0.0,0.0,0,1,1,1,0,950.0
2665,50.6,2.0,3.0,54.4040453,18.5906652,420796.0,2.0,1.0,0.0,1,0,1,0,0,4060.0
2666,22.0,2.0,2.0,50.0260499,21.9903636,185662.0,53.0,0.0,0.0,0,1,0,0,0,1800.0
2667,123.0,2.0,2.0,50.5513542,18.7012235,14730.555555555557,16.0,0.0,0.0,0,1,1,1,1,1230.0
2668,40.0,3.0,2.0,50.0893374,19.9173778,141070.0,16.0,0.0,0.0,0,1,1,1,1,2300.0
2669,32.0,5.0,1.0,50.0288275,22.0099923,185662.0,6.0,1.0,0.0,0,1,0,0,0,1500.0
2670,82.0,10.0,3.0,53.1280506,18.0414766,301909.0,8.0,0.0,1.0,1,0,0,0,0,8500.0
2671,25.0,3.0,1.0,51.1022965,17.0298665,115516.8,15.0,0.0,0.0,0,1,0,0,0,2400.0
2672,30.0,10.0,1.0,52.193137,20.9737434,90327.38888888888,25.0,1.0,0.0,1,1,0,0,0,2800.0
2673,59.0,1.0,3.0,51.2213354,22.4996023,314208.0,16.0,1.0,0.0,0,1,0,0,0,2500.0
2674,46.03,0.0,2.0,50.269205,19.2284029,180262.0,15.0,0.0,0.0,0,1,1,0,0,1288.84
2675,44.0,1.0,2.0,52.1929913,20.9851812,90327.38888888888,1.0,1.0,0.0,1,0,0,0,0,3010.0
2676,63.0,3.0,3.0,51.1536974,17.0437622,115516.8,6.0,1.0,0.0,1,0,1,0,0,3500.0
2677,44.0,2.0,2.0,50.3249278,18.7857186,148281.0,15.0,1.0,0.0,0,1,1,1,0,1500.0
2678,23.0,1.0,1.0,51.2197375,22.701496,12683.64705882353,43.0,0.0,0.0,0,1,0,0,0,1150.0
2679,44.2,2.0,2.0,54.409207,18.596603,420796.0,2.0,1.0,0.0,1,0,1,0,0,3900.0
2680,60.0,0.0,2.0,50.0605443,19.9417183,141070.0,16.0,0.0,0.0,0,1,0,0,0,2800.0
2681,56.0,4.0,3.0,50.0683783,19.9761501,141070.0,2.0,1.0,0.0,1,0,1,0,0,3800.0
2682,72.0,1.0,3.0,51.7710345,19.4380567,120202.8,17.0,0.0,0.0,0,1,1,0,0,3780.0
2684,43.0,3.0,2.0,53.1048784,18.0361101,301909.0,16.0,1.0,0.0,0,1,0,0,0,1100.0
2685,58.0,1.0,3.0,50.017391,19.9264494,141070.0,15.0,0.0,0.0,0,1,1,1,1,2500.0
2686,44.5,0.0,2.0,53.1098211,23.1186738,268143.0,1.0,1.0,1.0,1,1,0,0,0,2200.0
2687,63.15,1.0,3.0,49.8223768,19.0583845,156307.0,3.0,1.0,0.0,0,0,0,0,0,2900.0
2688,48.0,3.0,2.0,52.3620518,21.0416177,90327.38888888888,4.0,1.0,0.0,1,1,0,0,0,3100.0
2689,42.0,3.0,2.0,52.2407178,21.0258297,90327.38888888888,13.0,0.0,1.0,1,0,0,0,0,4500.0
2690,46.06,5.0,2.0,51.7564355,19.4930847,120202.8,2.0,1.0,1.0,1,0,0,0,0,2500.0
2691,76.82,2.0,3.0,51.40517209999999,19.7030244,67607.0,6.0,0.0,0.0,0,0,0,0,1,2900.0
2692,42.0,1.0,2.0,53.0474548,18.6013112,175852.0,3.0,1.0,0.0,1,0,0,0,0,2900.0
2693,46.0,4.0,2.0,52.2250386,20.9495779,90327.38888888888,7.0,1.0,0.0,1,0,0,0,0,3700.0
2694,65.65,3.0,2.0,52.2226122,21.0197716,90327.38888888888,3.0,0.0,0.0,0,1,1,1,1,7500.0
2695,75.0,6.0,3.0,50.0569787,19.9603504,141070.0,6.0,1.0,0.0,1,0,0,0,0,6500.0
2696,30.0,4.0,1.0,51.7709492,19.4617189,120202.8,3.0,0.0,0.0,1,1,1,0,0,1500.0
2697,100.0,2.0,4.0,52.2066944,21.0394696,90327.38888888888,10.0,0.0,1.0,1,1,0,1,0,7500.0
2698,53.0,2.0,2.0,52.194157,21.0346955,90327.38888888888,20.0,1.0,0.0,0,1,1,0,0,4000.0
2699,26.36,3.0,1.0,54.1943219,16.1714908,96432.0,17.0,1.0,0.0,0,1,1,0,0,1400.0
2700,21.0,1.0,1.0,50.2618855,19.0124779,261379.0,15.0,1.0,0.0,0,0,0,0,0,1250.0
2701,60.0,1.0,2.0,54.47792159999999,18.5168311,219142.0,17.0,1.0,0.0,0,0,1,1,0,2600.0
2702,70.0,4.0,3.0,50.6646548,17.932479,116309.0,14.0,0.0,0.0,0,1,1,0,1,2500.0
2703,50.0,3.0,2.0,52.2685684,20.9415198,90327.38888888888,8.0,1.0,0.0,1,1,1,0,0,3400.0
2704,47.0,2.0,2.0,52.1615718,21.0712905,90327.38888888888,12.0,1.0,0.0,1,0,0,0,0,3500.0
2705,34.1,3.0,2.0,51.101719,17.046855,115516.8,15.0,0.0,0.0,1,1,0,0,0,3200.0
2706,52.0,3.0,2.0,50.0962897,19.9879114,141070.0,25.0,1.0,0.0,0,1,1,0,0,2300.0
2707,55.0,3.0,2.0,54.1594029,19.394449,107129.0,1.0,1.0,0.0,1,1,1,0,0,2500.0
2708,30.6,0.0,1.0,50.0411867,21.9991196,185662.0,43.0,0.0,0.0,1,1,0,0,0,1200.0
2709,35.0,0.0,1.0,52.3440388,17.0737975,15708.6,17.0,1.0,0.0,0,1,1,1,1,1300.0
2710,64.0,5.0,4.0,52.2549218,20.9643788,90327.38888888888,8.0,1.0,0.0,1,0,0,0,0,4499.0
2711,44.85,2.0,2.0,50.8748883,20.6591494,7433.5,19.0,1.0,0.0,0,0,1,0,1,2200.0
2712,35.0,0.0,1.0,52.3431344,17.0757401,15708.6,17.0,1.0,0.0,0,1,1,1,1,1300.0
2713,57.0,1.0,2.0,52.3977423,16.9650684,93138.2,16.0,1.0,0.0,0,1,0,0,0,2700.0
2714,34.0,5.0,2.0,53.4631022,14.5728004,347786.0,43.0,1.0,0.0,1,0,0,0,0,2150.0
2715,46.19,1.0,2.0,52.4509726,20.9690684,19067.0,5.0,1.0,0.0,1,0,0,0,0,2000.0
2716,20.14,3.0,1.0,52.2284874,18.2606532,67320.0,58.0,0.0,0.0,0,1,1,0,0,1200.0
2717,48.0,2.0,2.0,54.4772928,18.5499537,219142.0,1.0,1.0,1.0,1,0,1,0,0,3900.0
2718,39.0,1.0,2.0,51.115085,17.0266004,115516.8,4.0,1.0,1.0,1,1,1,0,0,3800.0
2719,54.0,1.0,2.0,51.1450377,17.1198708,115516.8,15.0,1.0,0.0,0,0,1,0,0,3400.0
2720,25.0,7.0,1.0,50.3487265,18.9292552,137345.0,16.0,0.0,0.0,1,1,0,0,0,1199.0
2721,27.0,10.0,1.0,52.2390459,21.0039337,90327.38888888888,54.0,0.0,0.0,1,1,0,0,0,2000.0
2722,31.0,7.0,1.0,50.8814311,20.632561,7433.5,10.0,1.0,0.0,1,1,0,0,0,1800.0
2723,59.4,2.0,3.0,53.3955026,14.4928913,347786.0,3.0,1.0,0.0,1,0,0,0,0,3300.0
2724,61.24,4.0,4.0,53.1012591,18.0323414,301909.0,15.0,0.0,0.0,0,1,1,1,0,2200.0
2725,36.1,4.0,2.0,54.1745537,15.5846251,9153.875,53.0,1.0,0.0,0,1,0,0,0,5000.0
2726,76.0,3.0,3.0,51.7709492,19.4617189,120202.8,17.0,1.0,0.0,0,0,0,0,0,2500.0
2727,55.0,7.0,3.0,50.003137,18.4719102,6416.461538461538,15.0,1.0,0.0,1,1,1,0,0,1300.0
2728,50.0,2.0,2.0,51.0655409,16.9933335,115516.8,23.0,0.0,0.0,0,0,0,1,0,2400.0
2729,50.0,4.0,2.0,52.194157,21.0346955,90327.38888888888,20.0,1.0,0.0,1,0,0,0,0,3500.0
2730,42.0,2.0,2.0,51.0582622,17.0524872,115516.8,2.0,1.0,0.0,1,1,1,0,0,3400.0
2731,50.0,2.0,2.0,52.37771859999999,16.9170698,93138.2,16.0,0.0,0.0,0,1,1,1,0,2000.0
2732,41.23,4.0,2.0,52.3205612,20.9682454,90327.38888888888,3.0,1.0,0.0,1,0,0,0,0,2700.0
2733,84.21,1.0,4.0,51.0927769,16.9812606,115516.8,8.0,1.0,0.0,1,0,0,0,0,7500.0
2734,54.04,1.0,3.0,54.5707832,18.3878224,20636.5,2.0,1.0,0.0,0,1,1,0,0,2800.0
2735,53.0,6.0,3.0,51.7620947,19.4930439,120202.8,2.0,1.0,0.0,1,0,1,0,0,3400.0
2736,77.0,3.0,3.0,50.2664361,18.9370922,93189.0,15.0,1.0,0.0,0,1,0,0,0,1790.0
2737,37.28,4.0,2.0,50.3070388,18.6230833,160308.0,3.0,1.0,0.0,1,0,1,1,0,2100.0
2738,60.0,2.0,2.0,53.4300878,14.4869485,347786.0,12.0,1.0,0.0,0,1,1,0,0,3000.0
2739,64.8,4.0,3.0,54.4207634,18.5625781,420796.0,1.0,1.0,0.0,1,0,1,0,0,4220.0
2740,45.0,5.0,2.0,52.3078468,20.9938462,90327.38888888888,3.0,1.0,0.0,1,0,0,0,0,2700.0
2741,82.0,2.0,3.0,52.2333751,20.9571835,90327.38888888888,4.0,1.0,0.0,1,0,1,1,0,6000.0
2742,29.0,0.0,1.0,50.0783334,19.9209565,141070.0,43.0,1.0,0.0,0,1,0,0,0,2000.0
2743,74.0,3.0,3.0,52.1674628,20.8075897,22394.0,13.0,1.0,0.0,1,0,0,0,0,2900.0
2744,50.0,0.0,2.0,54.2702568,18.6231351,14235.625,4.0,0.0,0.0,1,0,1,0,0,2700.0
2745,42.5,2.0,2.0,54.4207634,18.5625781,420796.0,1.0,1.0,0.0,1,0,1,0,0,2760.0
2746,52.0,2.0,2.0,52.2338003,20.9295749,90327.38888888888,19.0,0.0,1.0,0,1,1,1,0,2690.0
2747,80.0,1.0,3.0,52.2030807,20.9960449,90327.38888888888,19.0,1.0,0.0,1,0,1,1,0,6800.0
2748,46.0,3.0,2.0,54.3503292,18.662115,420796.0,2.0,1.0,0.0,1,0,0,0,0,3800.0
2749,44.76,1.0,3.0,51.8419861,16.5937545,58121.0,2.0,1.0,0.0,1,1,1,0,0,2000.0
2750,18.0,2.0,1.0,50.26489189999999,19.0237815,261379.0,15.0,0.0,0.0,0,1,0,0,0,1700.0
2751,50.0,2.0,3.0,51.24263,22.5562697,314208.0,18.0,0.0,0.0,0,0,0,0,0,3500.0
2752,47.0,4.0,2.0,52.3999742,16.8989233,93138.2,16.0,0.0,0.0,1,1,0,0,0,3500.0
2753,34.88,3.0,2.0,50.2703117,19.0246481,261379.0,67.0,0.0,0.0,0,0,0,0,1,1800.0
2754,42.0,2.0,2.0,50.807863,16.2777641,5119.9,15.0,1.0,0.0,0,1,0,0,0,1500.0
2755,20.0,2.0,1.0,50.26489189999999,19.0237815,261379.0,15.0,0.0,0.0,0,1,0,0,0,1800.0
2756,59.0,2.0,3.0,53.7137641,16.6763719,7984.777777777777,17.0,0.0,0.0,0,1,0,0,0,1400.0
2758,52.0,0.0,2.0,50.3265426,18.7183212,160308.0,15.0,0.0,1.0,0,0,1,0,0,2600.0
2759,38.44,3.0,2.0,50.0288275,22.0099923,185662.0,7.0,1.0,0.0,1,1,0,0,0,1800.0
2760,39.0,2.0,1.0,51.7776398,19.425736,120202.8,18.0,1.0,0.0,0,1,0,0,0,1700.0
2762,40.25,1.0,2.0,53.1328811,23.1555582,268143.0,9.0,1.0,0.0,1,1,0,1,0,1700.0
2763,35.0,5.0,1.0,51.1078852,17.0385376,115516.8,15.0,0.0,0.0,0,1,1,1,1,2500.0
2764,32.4,0.0,2.0,50.3244343,19.0730025,15303.888888888889,17.0,0.0,0.0,0,1,0,0,0,1600.0
2765,34.0,3.0,1.0,50.0760889,19.9819561,141070.0,53.0,1.0,0.0,0,1,0,1,0,1900.0
2766,34.0,2.0,2.0,52.5329316,17.6003605,9925.5,17.0,0.0,0.0,0,1,0,0,0,1200.0
2767,52.6,1.0,2.0,50.8659506,20.6496328,7433.5,19.0,1.0,0.0,0,1,1,1,0,1400.0
2768,42.0,2.0,2.0,53.1395007,18.0281185,301909.0,16.0,1.0,0.0,1,0,1,1,0,1800.0
2769,32.8,2.0,1.0,52.2296756,21.0122287,90327.38888888888,22.0,1.0,0.0,0,0,0,0,0,1900.0
2770,32.0,1.0,1.0,50.1494,18.84028,18900.4,53.0,0.0,0.0,0,0,0,0,0,1200.0
2771,32.0,1.0,1.0,51.7726063,19.4188078,120202.8,18.0,0.0,0.0,0,1,1,0,0,1800.0
2772,48.0,1.0,2.0,50.6683223,17.9230651,116309.0,4.0,0.0,0.0,0,1,1,0,1,2200.0
2773,70.0,1.0,3.0,52.4167482,21.1751522,16172.533333333333,13.0,1.0,0.0,1,0,1,0,0,3000.0
2774,56.0,3.0,4.0,50.0710629,19.9171877,141070.0,43.0,0.0,0.0,0,1,0,0,0,2700.0
2775,50.0,0.0,2.0,51.7881009,19.516131,120202.8,1.0,0.0,1.0,0,0,0,0,0,2500.0
2776,105.0,2.0,3.0,53.127295,23.1444411,268143.0,9.0,1.0,0.0,1,0,0,0,0,4500.0
2777,35.0,3.0,2.0,50.0824446,20.0191705,141070.0,16.0,0.0,0.0,0,0,0,0,0,1800.0
2779,33.76,1.0,2.0,52.3168963,16.9125298,15708.6,2.0,1.0,0.0,0,0,1,0,0,1800.0
2780,72.0,2.0,3.0,50.0447236,18.7006401,58446.0,15.0,1.0,0.0,0,1,1,1,0,2400.0
2781,41.0,3.0,2.0,52.281053,21.1395257,16172.533333333333,24.0,1.0,0.0,1,0,0,0,0,2800.0
2782,44.3,3.0,2.0,52.1747239,21.0088752,90327.38888888888,20.0,0.0,0.0,0,1,0,0,0,2650.0
2783,43.1,5.0,2.0,53.0205534,18.6357046,175852.0,2.0,1.0,0.0,1,0,1,1,0,2200.0
2784,60.0,1.0,3.0,51.8489598,16.5813755,58121.0,31.0,1.0,0.0,0,1,0,0,0,1400.0
2785,52.0,2.0,2.0,52.2555273,20.9675252,90327.38888888888,9.0,1.0,0.0,0,0,1,1,1,4000.0
2786,61.2,1.0,3.0,52.4665309,16.9260094,93138.2,33.0,0.0,0.0,0,1,1,0,0,2600.0
2787,44.0,3.0,2.0,53.12348040000001,18.0084378,301909.0,2.0,1.0,0.0,1,1,0,0,0,2200.0
2788,32.0,4.0,1.0,50.033146,19.9333106,141070.0,3.0,1.0,0.0,1,1,1,0,0,2500.0
2789,79.0,1.0,3.0,50.0090035,21.9645506,185662.0,17.0,1.0,0.0,0,1,0,0,0,2300.0
2790,84.0,1.0,3.0,51.5119032,17.2744192,8981.75,15.0,0.0,0.0,0,0,1,0,0,2000.0
