,Powierzchnia,Piętro,room_count,lat,lng,Ludnosc,age,balkon,taras,Winda,Miejsce_parkingowe,Materiał_budynku,Stan_wykończenia,Rodzaj_zabudowy,price
3940,81.0,5.0,3.0,50.0711876,19.9547812,141070.0,7.0,1.0,0.0,1,0,0,1,0,5500.0
3941,48.17,1.0,3.0,50.656973,17.8918273,116309.0,2.0,0.0,0.0,1,0,1,0,0,2800.0
3942,38.0,1.0,2.0,52.4621393,16.9222766,93138.2,16.0,1.0,0.0,0,1,1,1,1,2000.0
3943,47.0,4.0,2.0,51.4011843,21.1655584,192417.0,4.0,1.0,0.0,1,0,1,0,0,2000.0
3944,130.0,4.0,4.0,52.2322355,20.9873257,90327.38888888888,25.0,1.0,1.0,1,0,0,0,1,5000.0
3945,38.0,2.0,1.0,52.2383676,21.0599263,90327.38888888888,20.0,0.0,0.0,0,1,1,0,0,2600.0
3946,40.0,1.0,1.0,53.9754348,18.5242706,8064.2,20.0,0.0,0.0,0,1,1,1,1,1000.0
3947,50.0,1.0,2.0,50.0048589,21.9974425,185662.0,12.0,1.0,0.0,1,1,0,0,0,1400.0
3948,46.0,1.0,2.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,1,1,1,1100.0
3949,90.18,2.0,3.0,51.221754,22.512865,314208.0,30.0,1.0,0.0,0,1,1,0,0,2300.0
3950,48.0,1.0,2.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,1,1,1,700.0
3952,70.5,1.0,4.0,53.0092771,18.5678252,175852.0,16.0,0.0,0.0,0,1,0,0,0,2400.0
3953,38.0,0.0,2.0,51.5311945,20.0086471,6620.517241379311,19.0,1.0,0.0,0,1,1,1,0,1700.0
3954,25.0,3.0,1.0,50.26489189999999,19.0237815,261379.0,15.0,0.0,0.0,0,1,0,1,0,1299.0
3955,28.3,3.0,2.0,50.0489086,19.9619511,141070.0,6.0,1.0,0.0,1,0,0,0,0,2850.0
3957,50.0,3.0,3.0,52.2450608,21.0673489,90327.38888888888,19.0,1.0,0.0,0,1,0,0,0,3200.0
3958,54.0,0.0,3.0,50.0312012,20.1961794,18227.14285714286,3.0,0.0,0.0,0,0,0,0,0,2500.0
3959,40.0,2.0,2.0,53.4274916,14.5595447,347786.0,12.0,0.0,0.0,0,1,1,1,1,2800.0
3960,64.92,2.0,3.0,52.1091795,21.2853486,13213.888888888889,16.0,1.0,0.0,0,1,0,0,0,3200.0
3962,42.0,6.0,2.0,51.4011843,21.1655584,192417.0,6.0,1.0,1.0,1,1,0,0,0,1900.0
3963,43.0,2.0,2.0,52.2302035,20.9850475,90327.38888888888,12.0,1.0,0.0,1,1,0,0,0,3000.0
3964,33.0,6.0,2.0,51.1383129,16.9731934,115516.8,15.0,1.0,0.0,1,1,0,1,0,2500.0
3965,30.0,1.0,1.0,52.2199846,21.016281,90327.38888888888,20.0,0.0,0.0,1,1,0,0,0,2800.0
3966,44.5,0.0,2.0,50.8575475,16.3213376,12683.64705882353,15.0,0.0,0.0,0,1,0,0,0,2000.0
3967,54.0,0.0,3.0,51.4195501,21.1682841,192417.0,7.0,1.0,1.0,1,0,0,0,0,2500.0
3968,81.0,3.0,3.0,52.2823819,21.0653678,90327.38888888888,27.0,1.0,0.0,0,1,0,0,0,3700.0
3969,41.92,1.0,2.0,52.3351058,20.9762323,90327.38888888888,3.0,1.0,0.0,1,0,1,0,0,3500.0
3970,34.0,0.0,1.0,50.3447082,18.8985022,137345.0,16.0,0.0,0.0,0,1,1,1,0,1100.0
3971,52.0,6.0,3.0,52.2676767,20.9471943,90327.38888888888,19.0,1.0,0.0,1,0,1,0,0,4200.0
3972,52.0,0.0,2.0,54.27048629999999,18.6102181,420796.0,7.0,0.0,0.0,0,1,1,1,0,2500.0
3973,29.0,4.0,1.0,52.2111237,20.9767819,90327.38888888888,68.0,0.0,0.0,1,1,0,0,0,2500.0
3974,32.0,0.0,1.0,50.1000592,18.5176231,125631.0,15.0,0.0,0.0,0,1,1,0,0,1100.0
3975,41.0,3.0,1.0,52.2415315,21.0279594,90327.38888888888,20.0,1.0,0.0,1,1,0,0,0,3000.0
3976,70.0,1.0,2.0,50.2604748,19.0157927,261379.0,53.0,1.0,0.0,0,1,0,0,0,650.0
3977,42.0,3.0,2.0,52.4068849,16.8785659,93138.2,19.0,1.0,0.0,1,1,0,0,0,2400.0
3978,78.0,3.0,3.0,51.4197357,21.1707962,192417.0,2.0,1.0,0.0,1,0,1,0,0,4000.0
3979,29.0,3.0,1.0,50.0948969,18.5182352,125631.0,53.0,0.0,0.0,0,1,0,0,0,1000.0
3980,25.5,7.0,1.0,50.2816793,18.666438,160308.0,15.0,0.0,0.0,1,1,0,0,0,1350.0
3981,37.0,10.0,2.0,50.0788884,19.8934114,141070.0,1.0,1.0,1.0,1,0,0,0,0,3000.0
3982,39.0,2.0,2.0,50.0189771,21.0023258,101216.0,17.0,1.0,0.0,0,1,0,0,0,1200.0
3983,71.0,1.0,3.0,50.2361737,19.0039544,261379.0,14.0,1.0,0.0,1,0,1,0,0,3400.0
3984,35.0,3.0,2.0,53.13078789999999,23.1432484,268143.0,1.0,1.0,0.0,1,1,0,0,0,1800.0
3985,57.0,1.0,3.0,52.2005721,21.029504,90327.38888888888,55.0,1.0,0.0,0,1,0,0,0,2800.0
3986,47.0,3.0,2.0,51.2565699,22.5406883,314208.0,9.0,1.0,0.0,1,1,0,0,0,2300.0
3987,38.0,3.0,1.0,52.2416808,21.0840602,90327.38888888888,20.0,1.0,1.0,1,1,0,1,0,2100.0
3988,60.0,2.0,2.0,50.8701593,20.6237539,7433.5,10.0,1.0,0.0,1,1,1,0,0,2400.0
3989,39.0,6.0,2.0,51.0861797,17.0530051,115516.8,2.0,1.0,0.0,1,1,0,0,0,3400.0
3990,60.0,1.0,3.0,54.3103315,18.6041188,420796.0,1.0,1.0,0.0,1,0,1,0,0,2700.0
3991,64.0,3.0,3.0,52.2392131,20.934499,90327.38888888888,23.0,1.0,0.0,0,0,1,1,0,3200.0
3992,42.0,3.0,2.0,50.2368593,19.0107183,261379.0,14.0,1.0,0.0,1,1,1,0,0,3000.0
3993,76.0,0.0,4.0,49.9982373,22.0237242,185662.0,7.0,0.0,1.0,0,0,0,0,0,2499.0
3994,25.0,0.0,1.0,50.2332302,19.0048679,261379.0,43.0,1.0,0.0,0,0,0,0,0,1550.0
3995,60.0,6.0,2.0,51.1122203,17.0201168,115516.8,21.0,0.0,0.0,1,0,1,0,1,3200.0
3996,48.0,4.0,2.0,53.1368472,23.1534026,268143.0,11.0,1.0,0.0,1,0,1,0,0,1800.0
3997,36.0,1.0,2.0,50.5965277,16.8177546,5093.083333333333,53.0,1.0,0.0,0,1,0,0,0,1950.0
3998,35.0,0.0,1.0,50.0979073,20.0658441,141070.0,43.0,0.0,0.0,0,1,0,0,0,1300.0
3999,55.0,0.0,1.0,51.6579148,17.8313374,9875.217391304348,2.0,0.0,1.0,0,0,0,0,0,2000.0
4000,72.0,2.0,3.0,50.9346606,21.3930523,12790.125,19.0,0.0,0.0,0,1,1,1,0,2000.0
4001,43.1,2.0,2.0,54.5413909,18.4651626,219142.0,43.0,1.0,0.0,0,1,0,0,0,2600.0
4002,49.0,1.0,3.0,49.9685965,19.8234491,12487.90909090909,17.0,1.0,0.0,0,1,0,0,0,1800.0
4003,47.0,3.0,2.0,52.4362271,16.951442,93138.2,2.0,1.0,0.0,1,1,0,0,0,2500.0
4004,48.0,3.0,2.0,50.0520915,21.978318,185662.0,19.0,1.0,0.0,1,1,0,0,0,1800.0
4005,41.5,7.0,2.0,52.2416808,21.0840602,90327.38888888888,5.0,1.0,0.0,1,0,1,0,0,3000.0
4006,39.0,5.0,2.0,52.2568984,20.9919453,90327.38888888888,17.0,1.0,0.0,1,1,0,0,0,2800.0
4007,24.0,2.0,1.0,51.1247951,16.9907112,115516.8,15.0,0.0,0.0,1,1,0,0,0,2000.0
4008,69.0,2.0,3.0,51.941291,15.5015226,129420.0,5.0,1.0,1.0,1,1,1,0,0,3999.0
4009,35.0,4.0,2.0,51.2345425,22.5704281,314208.0,18.0,0.0,0.0,0,0,1,1,1,1500.0
4010,37.0,6.0,2.0,52.2909864,20.9400134,90327.38888888888,20.0,0.0,0.0,1,1,1,0,0,2600.0
4011,32.0,10.0,1.0,50.1000592,18.5176231,125631.0,15.0,0.0,0.0,1,1,1,0,0,1100.0
4012,53.0,2.0,3.0,50.2903449,19.0057589,261379.0,3.0,1.0,1.0,1,0,1,0,0,3000.0
4013,32.0,4.0,2.0,52.2409067,20.9113297,90327.38888888888,10.0,1.0,0.0,1,0,1,0,0,2000.0
4014,40.0,4.0,2.0,50.325399,19.187193,110028.0,3.0,0.0,0.0,0,0,0,0,0,1700.0
4015,51.0,2.0,2.0,50.0977357,18.5560527,125631.0,15.0,0.0,0.0,0,1,1,1,0,1550.0
4016,48.0,2.0,2.0,50.8660773,20.6285677,180177.0,47.0,0.0,0.0,0,1,1,1,1,1100.0
4017,72.0,10.0,3.0,54.3584168,18.6546345,420796.0,6.0,1.0,1.0,1,0,1,0,0,7800.0
4018,47.0,3.0,2.0,51.719492,19.4972234,120202.8,23.0,1.0,0.0,0,1,0,0,0,1900.0
4019,55.0,4.0,3.0,52.3991272,16.9070988,93138.2,4.0,1.0,1.0,1,0,1,0,0,3000.0
4020,45.0,0.0,2.0,52.3449144,21.0533496,90327.38888888888,5.0,1.0,1.0,1,0,1,0,0,2400.0
4021,54.0,1.0,2.0,52.1596346,20.8153607,22394.0,17.0,1.0,0.0,0,0,0,0,0,3700.0
4022,76.0,0.0,3.0,50.2298301,18.9889629,261379.0,14.0,0.0,0.0,1,0,1,0,0,4500.0
4023,49.43,1.0,3.0,51.0744343,16.8846569,12567.666666666666,2.0,1.0,0.0,0,0,0,0,0,2700.0
4024,70.0,1.0,3.0,52.15438109999999,20.9957146,90327.38888888888,8.0,1.0,0.0,1,0,0,0,0,4400.0
4025,48.0,2.0,3.0,52.2405782,21.1048023,90327.38888888888,1.0,1.0,0.0,0,0,0,0,0,4200.0
4026,40.0,1.0,2.0,52.26932859999999,20.9818745,90327.38888888888,7.0,1.0,1.0,1,0,0,0,0,3700.0
4027,47.0,4.0,2.0,51.1046791,17.0507465,115516.8,12.0,1.0,0.0,1,0,0,0,0,4000.0
4028,60.0,2.0,2.0,52.1053186,21.2616248,13213.888888888889,17.0,1.0,0.0,0,0,0,0,0,2100.0
4029,50.0,2.0,3.0,53.0114154,18.5845553,175852.0,17.0,1.0,0.0,0,0,0,0,0,2100.0
4030,31.0,0.0,1.0,50.0411867,21.9991196,185662.0,18.0,1.0,0.0,0,1,1,1,1,1200.0
4031,27.0,4.0,1.0,51.4038953,21.1744209,192417.0,19.0,0.0,0.0,0,1,1,0,0,1100.0
4032,40.0,2.0,2.0,52.2449097,21.0887778,90327.38888888888,21.0,1.0,0.0,1,1,0,0,0,3000.0
4033,44.0,4.0,2.0,53.1328811,23.1555582,268143.0,2.0,1.0,0.0,1,0,1,1,0,2200.0
4034,47.0,1.0,3.0,52.2884301,21.0307641,90327.38888888888,55.0,1.0,0.0,1,1,0,0,0,2900.0
4035,58.0,4.0,3.0,52.15,21.01,90327.38888888888,19.0,1.0,0.0,1,1,0,0,0,3000.0
4036,52.9,1.0,2.0,52.32898789999999,21.0076793,90327.38888888888,23.0,1.0,0.0,0,0,0,0,0,2550.0
4037,34.0,3.0,1.0,54.0851754,18.7968353,13458.125,20.0,0.0,0.0,0,1,1,0,1,1100.0
4038,39.2,0.0,2.0,52.0720792,20.6921152,9601.666666666666,4.0,0.0,1.0,0,0,0,0,0,3200.0
4039,52.0,3.0,2.0,52.2296756,21.0122287,90327.38888888888,20.0,0.0,0.0,0,1,1,1,1,3300.0
4040,65.0,4.0,2.0,52.2177409,20.9875752,90327.38888888888,19.0,1.0,0.0,1,1,0,0,0,5000.0
4041,43.94,0.0,2.0,52.3926255,16.8461367,93138.2,2.0,1.0,1.0,1,0,0,0,0,2700.0
4042,80.0,2.0,3.0,51.2134346,17.3898504,8566.916666666666,3.0,1.0,0.0,0,0,0,0,0,4000.0
4043,38.0,1.0,2.0,52.3706633,16.9453311,93138.2,4.0,0.0,1.0,0,1,1,0,0,2000.0
4044,23.0,2.0,1.0,51.77161230000001,19.4528751,120202.8,18.0,0.0,0.0,0,1,1,0,0,1370.0
4045,74.0,0.0,4.0,54.46414799999999,17.0284824,80626.0,5.0,1.0,1.0,0,0,0,0,0,3300.0
4046,87.34,8.0,4.0,53.1264556,17.9940104,301909.0,15.0,0.0,0.0,1,1,1,1,1,5500.0
4047,65.0,3.0,2.0,53.1307704,17.9770586,301909.0,16.0,1.0,0.0,0,0,0,1,0,1700.0
4048,50.0,1.0,2.0,53.1395007,18.0281185,301909.0,1.0,1.0,0.0,1,1,1,1,0,1600.0
4049,89.95,9.0,4.0,53.1307704,17.9770586,301909.0,15.0,0.0,0.0,1,1,1,1,1,5500.0
4050,44.0,2.0,2.0,52.1644297,21.0682252,90327.38888888888,15.0,1.0,0.0,1,0,0,0,0,2450.0
4051,32.0,10.0,2.0,52.17495599999999,21.0159321,90327.38888888888,43.0,0.0,0.0,1,1,0,0,0,3000.0
4052,43.5,3.0,2.0,52.2322056,21.0594862,90327.38888888888,57.0,1.0,0.0,1,0,0,0,0,2800.0
4053,63.0,3.0,2.0,53.123488,18.0327325,301909.0,16.0,1.0,1.0,0,1,1,0,0,2000.0
4054,67.0,1.0,3.0,52.23224,20.914361,90327.38888888888,23.0,1.0,0.0,1,0,0,0,0,2600.0
4055,60.0,10.0,2.0,50.0791564,19.8899382,141070.0,23.0,1.0,0.0,1,0,0,0,0,2700.0
4056,61.5,8.0,3.0,52.1763606,20.9944114,90327.38888888888,3.0,1.0,0.0,1,0,1,1,0,4400.0
4057,45.0,2.0,2.0,52.2092088,21.066728,90327.38888888888,20.0,0.0,0.0,0,1,1,1,1,3500.0
4058,27.0,0.0,1.0,52.23546349999999,21.0076736,90327.38888888888,20.0,0.0,0.0,1,1,0,0,0,2350.0
4059,49.0,3.0,2.0,54.47792159999999,18.5168311,219142.0,5.0,1.0,0.0,1,0,1,0,0,4000.0
4060,51.0,3.0,2.0,50.2881665,21.4669812,10223.46153846154,19.0,1.0,0.0,0,1,1,0,1,1900.0
4061,30.2,3.0,1.0,50.7206833,23.2215342,59444.0,1.0,1.0,0.0,0,0,1,0,0,813.0
4062,35.0,1.0,1.0,52.15,21.01,90327.38888888888,8.0,1.0,0.0,1,1,1,1,0,2600.0
4063,36.0,1.0,2.0,51.9782141,15.4836975,5092.785714285715,4.0,1.0,0.0,1,1,1,0,0,1900.0
4064,40.07,4.0,2.0,51.761022,19.4921115,120202.8,2.0,1.0,0.0,1,0,1,1,0,2200.0
4065,50.0,1.0,3.0,54.35202520000001,18.6466384,420796.0,5.0,1.0,0.0,0,1,1,0,1,2900.0
4066,38.9,2.0,2.0,51.1468562,17.0707603,115516.8,15.0,1.0,0.0,1,0,1,1,0,2900.0
4067,30.0,1.0,1.0,52.2333751,20.9571835,90327.38888888888,6.0,0.0,0.0,1,1,1,0,0,3000.0
4068,78.0,1.0,3.0,52.2274348,21.1080318,90327.38888888888,19.0,1.0,0.0,1,0,1,0,0,4000.0
4069,55.0,3.0,2.0,49.8276672,19.0314478,156307.0,13.0,0.0,0.0,0,1,0,0,0,2000.0
4070,48.4,0.0,2.0,53.4093843,18.4473864,6188.733333333334,19.0,1.0,0.0,0,1,1,0,0,1350.0
4071,22.0,1.0,1.0,52.2329397,21.225198,90327.38888888888,20.0,0.0,0.0,0,1,0,0,0,1800.0
4072,68.05,1.0,2.0,52.2496141,21.041653,90327.38888888888,2.0,1.0,0.0,1,1,0,0,0,4800.0
4073,59.7,2.0,3.0,50.7206833,23.2215342,59444.0,1.0,1.0,0.0,0,0,1,0,0,1606.0
4074,47.8,0.0,3.0,50.7206833,23.2215342,59444.0,1.0,0.0,0.0,0,0,1,0,0,1284.0
4075,72.0,2.0,3.0,52.256622,20.9648123,90327.38888888888,8.0,1.0,0.0,1,0,1,0,0,6000.0
4076,41.39,0.0,2.0,54.0934174,18.786679,13458.125,20.0,0.0,0.0,0,1,1,0,0,1500.0
4077,120.0,1.0,4.0,50.26737,18.9859102,261379.0,13.0,0.0,0.0,0,0,0,0,0,3500.0
4078,64.0,0.0,3.0,51.7454,15.59843,5361.266666666666,14.0,0.0,0.0,0,0,0,0,0,1400.0
4080,59.8,2.0,3.0,53.4429067,14.4867634,347786.0,6.0,1.0,0.0,1,0,0,0,0,3500.0
4081,61.0,2.0,3.0,50.2261409,18.9678953,261379.0,14.0,1.0,0.0,0,1,0,0,0,2100.0
4082,51.0,1.0,2.0,51.4215932,21.1695373,192417.0,6.0,1.0,0.0,1,0,0,0,0,2200.0
4083,55.0,1.0,3.0,53.006742,18.6956729,175852.0,12.0,0.0,1.0,0,0,0,0,0,2000.0
4084,50.0,4.0,2.0,51.1515035,17.0749238,115516.8,1.0,1.0,0.0,1,0,0,0,0,3500.0
4085,30.0,1.0,1.0,52.1442941,21.0445361,90327.38888888888,12.0,0.0,0.0,1,0,0,0,0,2500.0
4086,30.0,0.0,1.0,52.2094192,21.0073712,90327.38888888888,20.0,0.0,1.0,1,0,0,0,0,2500.0
4087,81.42,4.0,4.0,53.8350117,23.0372092,6906.625,15.0,1.0,0.0,0,1,0,0,0,2100.0
4088,44.0,3.0,2.0,52.2596027,20.979815,90327.38888888888,11.0,0.0,1.0,1,0,1,0,0,3500.0
4089,52.0,5.0,2.0,54.3771032,18.6049347,420796.0,11.0,0.0,1.0,1,0,1,1,1,3600.0
4090,18.0,4.0,1.0,50.0614236,19.9422446,141070.0,17.0,0.0,0.0,0,1,1,0,0,1550.0
4091,40.0,0.0,1.0,50.2795822,19.1434126,180262.0,16.0,0.0,0.0,0,0,0,0,0,1400.0
4092,54.0,5.0,3.0,52.2272057,21.0935424,90327.38888888888,19.0,1.0,0.0,1,0,1,0,0,3500.0
4093,54.0,5.0,2.0,54.5219289,18.5448584,219142.0,4.0,0.0,1.0,1,0,1,1,0,6300.0
4094,45.0,0.0,2.0,54.4210664,16.410611,7506.4,18.0,0.0,0.0,0,1,0,0,0,1600.0
4095,42.0,1.0,2.0,52.1899184,20.8873854,90327.38888888888,5.0,1.0,0.0,1,0,0,0,0,2500.0
4096,51.0,1.0,2.0,53.4093843,18.4473864,6188.733333333334,19.0,1.0,0.0,0,1,1,0,0,1500.0
4097,51.0,3.0,2.0,52.2296967,21.0122429,90327.38888888888,67.0,0.0,0.0,0,1,0,0,0,3000.0
4098,41.0,0.0,2.0,52.4224081,16.6484971,15708.6,7.0,0.0,0.0,0,0,1,0,0,2000.0
4099,32.0,4.0,2.0,50.2835691,19.1257891,180262.0,2.0,0.0,1.0,1,0,0,0,0,1800.0
4100,40.0,10.0,2.0,52.2264922,20.9306028,90327.38888888888,2.0,1.0,0.0,1,0,1,0,0,3500.0
4101,31.0,8.0,1.0,54.4156389,18.5564216,420796.0,43.0,1.0,0.0,1,1,0,0,0,1500.0
4102,80.0,2.0,3.0,52.4072118,16.9332495,93138.2,15.0,1.0,1.0,0,1,0,0,0,2900.0
4103,43.0,2.0,2.0,50.246453,19.0331665,261379.0,43.0,1.0,0.0,1,1,0,0,0,1650.0
4104,32.0,5.0,1.0,54.45658599999999,18.5530442,31321.0,20.0,1.0,0.0,1,1,0,0,0,3100.0
4105,28.0,4.0,1.0,50.0771642,19.8891558,141070.0,7.0,1.0,0.0,1,1,0,0,0,2300.0
4106,53.0,2.0,2.0,52.2094192,21.0073712,90327.38888888888,20.0,1.0,0.0,0,1,0,0,0,3600.0
4107,35.98,1.0,2.0,51.0744343,16.8846569,12567.666666666666,2.0,1.0,0.0,0,0,0,0,0,2200.0
4108,73.0,1.0,2.0,52.158023,21.066357,90327.38888888888,14.0,1.0,0.0,1,0,1,0,0,4500.0
4109,74.51,1.0,3.0,50.22955100000001,18.9857359,261379.0,14.0,1.0,0.0,1,1,1,0,0,2700.0
4110,46.03,2.0,2.0,51.7582689,19.5337771,120202.8,17.0,1.0,0.0,1,1,0,0,0,2500.0
4111,48.0,0.0,2.0,52.2416808,21.0840602,90327.38888888888,53.0,1.0,0.0,0,1,0,0,0,2400.0
4112,33.0,1.0,2.0,52.76207609999999,15.2551699,109780.0,2.0,1.0,0.0,1,1,1,0,0,1800.0
4113,53.0,2.0,2.0,54.3513526,18.6532866,420796.0,68.0,0.0,0.0,0,0,1,0,0,3500.0
4114,55.0,2.0,2.0,50.8881487,20.5770989,7433.5,19.0,1.0,1.0,0,1,0,0,0,2000.0
4115,44.6,0.0,2.0,52.330054,17.590642,7466.8,2.0,0.0,0.0,0,0,1,0,0,1132.0
4116,53.0,3.0,2.0,52.0811536,21.0238602,16202.545454545454,11.0,1.0,0.0,0,0,1,1,0,2100.0
4117,48.0,4.0,2.0,53.1118167,18.0124444,301909.0,39.0,1.0,0.0,0,0,0,0,0,2390.0
4118,52.0,5.0,2.0,50.2515547,19.0368641,261379.0,5.0,1.0,0.0,1,0,1,0,0,2700.0
4119,62.0,4.0,2.0,54.3480121,18.6564851,420796.0,4.0,1.0,0.0,1,0,0,0,0,6000.0
4120,44.0,2.0,2.0,54.4669945,18.4850082,219142.0,15.0,1.0,0.0,0,1,1,0,1,2850.0
4121,48.03,2.0,2.0,54.5162773,18.5383882,219142.0,2.0,0.0,0.0,1,0,1,0,0,3600.0
4122,39.2,2.0,2.0,52.41605759999999,16.9338064,93138.2,2.0,1.0,0.0,1,0,1,0,0,2900.0
4123,36.0,3.0,2.0,50.2708092,19.0401927,261379.0,2.0,1.0,0.0,1,0,0,0,0,2100.0
4124,55.0,0.0,2.0,51.2464536,22.5684463,314208.0,34.0,1.0,0.0,0,1,0,0,0,2100.0
4125,66.09,0.0,3.0,50.6757972,17.9543893,116309.0,40.0,1.0,0.0,0,0,0,0,0,2400.0
4126,94.0,1.0,4.0,52.3263404,16.890593,15708.6,15.0,1.0,0.0,0,1,1,1,0,3000.0
4127,33.89,2.0,2.0,51.0273206,16.9652804,12567.666666666666,2.0,1.0,0.0,0,0,0,0,0,3200.0
4128,54.0,1.0,2.0,52.1001652,21.0484781,16202.545454545454,20.0,0.0,1.0,0,0,0,0,0,3000.0
4129,40.0,3.0,2.0,50.0497618,19.9611704,141070.0,2.0,1.0,0.0,1,0,0,0,0,3000.0
4130,53.51,1.0,2.0,51.1049417,17.0118099,115516.8,14.0,1.0,0.0,0,0,1,0,1,2899.0
4131,41.0,2.0,2.0,51.6246345,17.826487,9875.217391304348,4.0,1.0,1.0,1,0,0,0,0,1500.0
4132,29.0,1.0,1.0,51.1037274,17.0861797,115516.8,15.0,0.0,0.0,0,1,1,0,0,1800.0
4133,44.0,1.0,2.0,50.12180069999999,19.0200022,116583.0,15.0,1.0,0.0,1,0,1,0,0,2000.0
4134,39.0,4.0,2.0,52.2933234,20.928664,90327.38888888888,15.0,0.0,0.0,0,0,0,0,0,2800.0
4135,72.0,7.0,4.0,52.2273928,20.918422,90327.38888888888,45.0,1.0,0.0,1,1,0,0,0,5000.0
4136,20.0,5.0,1.0,52.2301019,21.014452,90327.38888888888,63.0,1.0,0.0,0,1,0,0,0,2000.0
4137,45.0,2.0,2.0,52.3172627,21.0591052,90327.38888888888,8.0,1.0,1.0,1,1,0,0,0,2300.0
4138,50.0,9.0,2.0,52.244826,20.9621948,90327.38888888888,13.0,0.0,1.0,1,1,0,0,0,3700.0
4139,59.0,2.0,3.0,51.8683231,16.5885306,58121.0,2.0,1.0,0.0,1,1,0,1,0,1800.0
4140,57.0,1.0,2.0,50.0988551,19.8834481,141070.0,17.0,1.0,0.0,0,0,1,0,1,2300.0
4141,52.0,1.0,2.0,52.4532369,16.911301,93138.2,19.0,1.0,0.0,0,1,0,0,0,2000.0
4142,50.0,6.0,2.0,51.1155425,17.0145685,115516.8,15.0,1.0,0.0,1,1,0,0,0,2800.0
4143,75.0,1.0,2.0,50.2347772,19.0052435,261379.0,14.0,0.0,0.0,0,0,0,0,0,3800.0
4144,43.0,3.0,2.0,50.8281982,20.6223867,7433.5,4.0,1.0,0.0,1,0,1,0,0,2300.0
4145,35.0,1.0,2.0,53.1184506,17.9674007,301909.0,16.0,1.0,0.0,0,1,0,0,0,2000.0
4146,50.0,1.0,2.0,50.1299316,18.5300774,125631.0,33.0,1.0,0.0,0,1,0,0,0,1900.0
4147,35.3,1.0,2.0,51.9779786,15.4838777,129420.0,2.0,1.0,0.0,1,1,1,1,0,1800.0
4148,30.0,4.0,2.0,50.2751411,18.6559379,160308.0,15.0,0.0,0.0,0,1,0,0,0,1300.0
4150,49.0,0.0,2.0,51.0975756,16.9483105,115516.8,14.0,0.0,0.0,0,1,1,0,0,2700.0
4151,35.0,1.0,2.0,52.1286953,20.9034383,22394.0,3.0,1.0,0.0,1,0,1,0,0,2700.0
4152,33.0,1.0,1.0,50.7513922,16.2255859,5119.9,15.0,0.0,0.0,0,1,0,0,0,1000.0
4153,57.0,1.0,2.0,50.0990189,19.8739244,141070.0,15.0,1.0,0.0,0,0,1,1,0,2300.0
4154,87.0,0.0,4.0,51.0911158,16.9916243,115516.8,5.0,0.0,0.0,1,1,1,1,0,5800.0
4155,59.0,4.0,3.0,52.4219821,16.966929,93138.2,11.0,0.0,1.0,1,0,0,0,0,3000.0
4156,68.0,3.0,3.0,50.025865,19.9201896,141070.0,19.0,1.0,1.0,0,0,1,1,0,3000.0
4157,44.0,0.0,2.0,52.2274889,20.8856633,90327.38888888888,2.0,0.0,0.0,1,0,0,0,0,3000.0
4158,48.0,3.0,2.0,53.4419336,14.5457496,347786.0,6.0,0.0,0.0,0,1,0,0,0,2700.0
4159,48.0,5.0,2.0,51.7618382,19.4674294,120202.8,3.0,1.0,1.0,1,0,0,0,0,3000.0
4160,45.0,3.0,2.0,50.8156411,19.0901372,200317.0,15.0,0.0,0.0,0,1,0,0,0,1600.0
4161,44.0,3.0,2.0,52.1551702,21.0724713,90327.38888888888,20.0,1.0,0.0,1,1,1,1,0,3000.0
4162,40.0,6.0,2.0,52.2400442,20.9709108,90327.38888888888,20.0,0.0,0.0,1,1,0,0,0,2950.0
4163,40.0,0.0,2.0,52.4352836,16.6448436,15708.6,3.0,0.0,1.0,0,0,0,0,0,1600.0
4164,50.24,2.0,2.0,51.7709492,19.4617189,120202.8,17.0,0.0,0.0,0,1,0,0,0,2200.0
4165,41.02,8.0,2.0,52.2416808,21.0840602,90327.38888888888,5.0,1.0,0.0,1,1,0,0,0,3500.0
4166,43.0,0.0,2.0,52.1910174,20.8963716,90327.38888888888,19.0,1.0,0.0,0,0,0,0,0,2100.0
4167,44.0,1.0,2.0,51.39125989999999,21.170371,192417.0,18.0,1.0,0.0,0,1,0,1,0,800.0
4168,70.0,0.0,2.0,53.8574274,18.4012059,8064.2,19.0,0.0,0.0,0,1,1,1,1,2000.0
4169,55.0,3.0,3.0,51.40517209999999,19.7030244,67607.0,2.0,0.0,0.0,0,0,0,0,1,2800.0
4170,106.0,1.0,3.0,51.2312028,22.5907605,314208.0,49.0,1.0,0.0,0,1,0,0,1,3000.0
4171,41.0,2.0,2.0,52.27458069999999,21.0823977,90327.38888888888,9.0,1.0,0.0,1,0,0,0,0,2600.0
4172,30.0,0.0,1.0,50.29449229999999,18.6713802,160308.0,15.0,0.0,0.0,1,0,1,0,0,1000.0
4173,41.8,4.0,2.0,52.2264922,20.9306028,90327.38888888888,4.0,1.0,0.0,1,0,1,0,0,2800.0
4174,45.0,0.0,1.0,53.9754348,18.5242706,8064.2,20.0,0.0,0.0,0,1,1,1,1,1000.0
4175,60.0,0.0,2.0,50.1790184,18.9038037,18900.4,18.0,1.0,1.0,0,0,1,0,1,1800.0
