,Powierzchnia,Czynsz,Liczba pokoi,Kaucja,Piętro,Rodzaj zabudowy,Dostępne od,balkon,ogród,taras,Obsługa zdalna,Stan wykończenia,Typ ogłoszeniodawcy,Wynajmę również studentom,Wyposażenie,Media,Ogrzewanie,Zabezpieczenia,Okna,Winda,Miejsce parkingowe,Rok budowy,Materiał budynku,Informacje dodatkowe,is_adverb,link,localisation,price,room_count,space_sm,representative,lat,lng,powiat,Ludnosc
7842,75.0,-1.0,2.0,-1.0,2.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,"oddzielna kuchnia, pom. użytkowe",False,/pl/oferta/75-m2-widokowe-komfortowe-w-wysokim-standardzie-ID4gugD,"Jelenia Góra, Centrum, Rakownica",3000.0,2.0,75.0,Biuro nieruchomości,50.90425279596313,15.69736210696445,Jelenia góra,69941.0
7843,41.0,300.0,2.0,-1.0,0.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,,,,plastikowe,tak,,2022.0,Materiał_budynku_inne,,False,/pl/oferta/apartament-2-pokojowy-z-balkonem-na-parterze-ID4gudW,"Widok, Ostróda, warmińsko-mazurskie",1650.0,2.0,41.0,Biuro nieruchomości,53.6830502,19.9775345,Ostródzki,8226.583333333334
7844,47.0,400.0,2.0,-1.0,2.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,,miejskie,,,nie,,1980.0,cegła,"piwnica, oddzielna kuchnia, pom. użytkowe",False,/pl/oferta/wynajme-przestronne-m3-dostepne-od-zaraz-ID4gxop,"Częstochowa, Raków",1250.0,2.0,47.0,Biuro nieruchomości,50.7778599,19.158432,Częstochowa,200317.0
7846,37.0,225.0,2.0,-1.0,3.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,plastikowe,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,pom. użytkowe,False,/pl/oferta/2-pokoje-z-miejscem-postojowym-na-wynajem-ID4gxly,"Szczecin, Śródmieście, Centrum",2400.0,2.0,37.0,Biuro nieruchomości,53.4330206,14.5483543,Szczecin,347786.0
7847,40.0,300.0,2.0,2500.0,2.0,Rodzaj_zabudowy_inne,,1,0,0,,,biuro nieruchomości ,,,,miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2021.0,cegła,,False,/pl/oferta/nowe-blisko-centrum-blok-2021-obok-r-kujawskie-ID4gxkO,"Bydgoszcz, Górny Taras, Wzgórze  Wolności",1700.0,2.0,40.0,Biuro nieruchomości,53.1144681,18.0192078,Bydgoszcz,301909.0
7849,37.0,290.0,2.0,2500.0,2.0,Rodzaj_zabudowy_inne,,1,0,0,,,biuro nieruchomości ,,,internet,miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2022.0,cegła,,False,/pl/oferta/nowe-dwupokojowe-blok-2022-obok-wsb-ID4gxkP,"Bydgoszcz, Górny Taras, Kapuściska",1800.0,2.0,37.0,Biuro nieruchomości,53.1058057,18.0548787,Bydgoszcz,301909.0
7851,58.29,-1.0,3.0,9000.0,3.0,blok,2022-05-04,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,nie,,1999.0,cegła,,False,/pl/oferta/od-zaraz-serce-srodmiescia-pod-biuro-loggia-ID4gxbG,"Warszawa, Śródmieście, Aleje Jerozolimskie",9000.0,3.0,58.29,Biuro nieruchomości,52.2296967,21.0122429,Warszawa,90327.38888888889
7852,26.0,-1.0,1.0,-1.0,3.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,,,miejskie,,,nie,,1970.0,wielka płyta,,False,/pl/oferta/wyposazone-studio-z-piwnica-os-strusia-ID4gxfG,"Kraków, Nowa Huta",1400.0,1.0,26.0,Biuro nieruchomości,50.0770016,20.0230389,Kraków,141070.0
7853,73.0,500.0,3.0,3200.0,5.0,blok,2022-08-01,0,0,1,,do zamieszkania,biuro nieruchomości ,,meble,internet,miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,tak,,2009.0,cegła,piwnica,False,/pl/oferta/3-pokoje-piaski-duzy-metraz-ID4gxa4,"Białystok, Piaski, Jerzego Waszyngtona",2500.0,3.0,73.0,Biuro nieruchomości,53.1249959,23.1564492,Białystok,268143.0
7855,35.96,280.0,2.0,-1.0,3.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,,tak,,2020.0,Materiał_budynku_inne,,False,/pl/oferta/na-wynajem-2-pokojowe-mieszkanie-ul-lotnicza-ID4gx9A,"Lotnicza, Piła, wielkopolskie",1900.0,2.0,35.96,Biuro nieruchomości,53.1549257,16.7169938,Pilski,8515.333333333334
7856,65.0,-1.0,3.0,-1.0,5.0,Rodzaj_zabudowy_inne,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,"telewizja kablowa, internet",miejskie,"system alarmowy, monitoring / ochrona",plastikowe,tak,,2021.0,Materiał_budynku_inne,pom. użytkowe,False,/pl/oferta/azory-przybyszewskiego-64m2-3-pok-ID4gxby,"Kraków, Prądnik Biały, Azory, Stanisława Przybyszewskiego",3800.0,3.0,65.0,Biuro nieruchomości,50.0738876,19.8962252,Kraków,141070.0
7858,75.5,270.0,3.0,-1.0,2.0,Rodzaj_zabudowy_inne,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, piekarnik, pralka","telewizja kablowa, internet",,,plastikowe,tak,,2008.0,cegła,,False,/pl/oferta/mieszkanie-3-pok-75-5m2-centrum-ul-silniczna-ID4gx9r,"Kielce, Centrum",2200.0,3.0,75.5,Biuro nieruchomości,50.8660773,20.6285677,Kielce,180177.0
7861,59.0,-1.0,2.0,-1.0,1.0,Rodzaj_zabudowy_inne,,0,0,0,,,biuro nieruchomości ,,,,,,,nie,,2010.0,Materiał_budynku_inne,,False,/pl/oferta/city-park-basen-sauna-silownia-restauracje-ID4gx7x,"Poznań, Grunwald, Stanisława Wyspiańskiego",2500.0,2.0,59.0,Biuro nieruchomości,52.3989199,16.8960473,Poznań,93138.2
7863,60.0,-1.0,2.0,2500.0,3.0,blok,,1,0,1,tak,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,domofon / wideofon,plastikowe,nie,,2006.0,pustak,,False,/pl/oferta/duze-2-pokoje-na-osiedlu-t-3-pietro-ID4gx0K,"Tychy, śląskie",2500.0,2.0,60.0,Biuro nieruchomości,50.12180069999999,19.0200022,Tychy,116583.0
7864,100.0,-1.0,3.0,-1.0,2.0,apartamentowiec,,1,0,0,,,biuro nieruchomości ,,meble,,,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2001.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-100-m-warszawa-ID4gvXg,"Warszawa, Śródmieście, Górnośląska",5700.0,3.0,100.0,Biuro nieruchomości,52.2251494,21.035899,Warszawa,90327.38888888889
7866,46.0,200.0,2.0,2300.0,3.0,blok,,1,0,0,,,biuro nieruchomości ,,"zmywarka, meble, piekarnik, pralka","telewizja kablowa, internet",,,plastikowe,nie,garaż/miejsce parkingowe,2005.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/lublin-srodmiescie-czechowska-6-okazja-ID4gx6d,"Lublin, Centrum",2300.0,2.0,46.0,Biuro nieruchomości,51.2464536,22.5684463,Lublin,314208.0
7867,42.0,-1.0,2.0,-1.0,3.0,apartamentowiec,2022-06-03,1,0,1,,do zamieszkania,biuro nieruchomości ,tak,"lodówka, meble, telewizor, pralka",internet,miejskie,"teren zamknięty, domofon / wideofon",drewniane,tak,garaż/miejsce parkingowe,2018.0,cegła,oddzielna kuchnia,False,/pl/oferta/mokotow-ok-galeri-mokoto-lux-garaz-klimatyzacja-ID4gvUE,"Warszawa, Mokotów, Ksawerów, Magazynowa",3000.0,2.0,42.0,Biuro nieruchomości,52.1855391,21.0048773,Warszawa,90327.38888888889
7870,43.0,610.0,2.0,2000.0,0.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,,plastikowe,nie,,1975.0,wielka płyta,,False,/pl/oferta/m3-ok-wojska-polskiego-oplaty-razem-ok-2000zl-ID4gvXw,"Łódź, Bałuty, al. Chryzantem",1300.0,2.0,43.0,Biuro nieruchomości,51.7943829,19.4850869,Łódź,120202.8
7872,90.0,300.0,4.0,-1.0,1.0,kamienica,,0,0,0,,,biuro nieruchomości ,,,"telewizja kablowa, internet, telefon",miejskie,,plastikowe,tak,,2011.0,cegła,,False,/pl/oferta/4-pokojowy-apartament-na-starym-miescie-90-m2-ID4gqV4,"Szczecin, Śródmieście, Stare Miasto",5000.0,4.0,90.0,Biuro nieruchomości,53.4274916,14.5595447,Szczecin,347786.0
7873,44.8,-1.0,2.0,4000.0,3.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,,miejskie,,,tak,,2017.0,inne,oddzielna kuchnia,False,/pl/oferta/gotowe-do-zamieszkania-podwyzszony-standard-ID4gx0J,"Warszawa, Bielany, Chomiczówka, Conrada",3000.0,2.0,44.8,Biuro nieruchomości,52.275671,20.9232547,Warszawa,90327.38888888889
7874,54.0,500.0,2.0,-1.0,3.0,apartamentowiec,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,tak,,2012.0,Materiał_budynku_inne,,False,/pl/oferta/do-wynajecia-duze-2-pokojowe-mieszkanie-54m2-ID4gvTE,"Kraków, Bieńczyce",2500.0,2.0,54.0,Biuro nieruchomości,50.0871163,20.0305437,Kraków,141070.0
7878,50.0,800.0,2.0,3900.0,0.0,apartamentowiec,2022-05-09,1,0,0,tak,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet, telefon",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,nie,garaż/miejsce parkingowe,2000.0,cegła,pom. użytkowe,False,/pl/oferta/ursynow-osiedle-modra-50-m2-garaz-i-komorka-ID4gwMk,"Warszawa, Ursynów, Pyry, Ludwinowska",3800.0,2.0,50.0,Biuro nieruchomości,52.1333294,21.0144091,Warszawa,90327.38888888889
7879,178.0,-1.0,4.0,-1.0,1.0,apartamentowiec,,1,0,1,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet",miejskie,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2007.0,cegła,pom. użytkowe,False,/pl/oferta/marina-mokotow-wysoki-standard-taras-klimatyzacja-ID4e279,"Warszawa, Mokotów",12000.0,4.0,178.0,Biuro nieruchomości,52.194157,21.0346955,Warszawa,90327.38888888889
7880,44.0,500.0,2.0,-1.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,,nie,,1970.0,cegła,"piwnica, pom. użytkowe",False,/pl/oferta/w-pelni-umeblowane-mieszkanie-na-wynajem-ID4gvSr,"Łukasińskiego, Częstochowa, śląskie",1400.0,2.0,44.0,Biuro nieruchomości,50.7833126,19.1543734,Częstochowa,200317.0
7881,35.53,350.0,2.0,3500.0,3.0,blok,,1,0,0,tak,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,domofon / wideofon,plastikowe,tak,garaż/miejsce parkingowe,2021.0,cegła,,False,/pl/oferta/kompletnie-wyposazone-mieszkanie-2-pokojowe-ID4gwKU,"Tarnowo Podgórne, wielkopolskie",1800.0,2.0,35.53,Biuro nieruchomości,52.4626443,16.6734164,Poznański,15708.6
7882,76.0,-1.0,3.0,-1.0,2.0,Rodzaj_zabudowy_inne,,0,0,0,,,biuro nieruchomości ,,,,,,,tak,,2017.0,cegła,,False,/pl/oferta/mieszkanie-76-m-warszawa-ID49J5w,"Warszawa, Śródmieście, Solec",7500.0,3.0,76.0,Biuro nieruchomości,52.2298015,21.038103,Warszawa,90327.38888888889
7883,42.86,-1.0,2.0,3300.0,1.0,blok,2022-05-01,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2021.0,inne,,False,/pl/oferta/nowoczesne-dwupokojowe-mieszkanie-z-balkonem-ID4gwMe,"Warszawa, Bemowo, Lazurowa",3300.0,2.0,42.86,Biuro nieruchomości,52.2326597,20.8968437,Warszawa,90327.38888888889
7884,75.0,800.0,3.0,-1.0,5.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet",miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2021.0,pustak,pom. użytkowe,False,/pl/oferta/nowe-mieszkanie-3-pokoje-wielicka-107-ID4gwIT,"Kraków, Podgórze, Bonarka, Wielicka",3150.0,3.0,75.0,Biuro nieruchomości,50.0330161,19.9703596,Kraków,141070.0
7888,36.0,350.0,2.0,2700.0,2.0,blok,2022-05-01,1,0,0,tak,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",internet,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,tak,,2019.0,cegła,"tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/2-pokoje-kuchnia-przy-rondzie-czyzynskim-ID4gwHi,"Kraków, Nowa Huta, Czyżyny, ul. bp. Piotra Tomickiego",2200.0,2.0,36.0,Biuro nieruchomości,50.0690084,20.0276824,Kraków,141070.0
7890,37.0,300.0,2.0,-1.0,2.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,,,miejskie,,,nie,garaż/miejsce parkingowe,1964.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/pl-eng-37m2-2-pokoje-pulaskiego-centrum-ID4gwKu,"Tarnów, małopolskie",1500.0,2.0,37.0,Biuro nieruchomości,50.0121011,20.9858407,Tarnów,101216.0
7891,69.0,-1.0,2.0,-1.0,5.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2007.0,Materiał_budynku_inne,pom. użytkowe,False,/pl/oferta/piekny-apartament-w-rezydencji-pod-skocznia-ID4gwNn,"Warszawa, Mokotów, Czerniowiecka",3600.0,2.0,69.0,Biuro nieruchomości,52.1851099,21.0266881,Warszawa,90327.38888888889
7892,43.0,300.0,2.0,1900.0,0.0,blok,,1,0,0,,,biuro nieruchomości ,,meble,"telewizja kablowa, internet",gazowe,domofon / wideofon,plastikowe,nie,,1970.0,beton,"piwnica, oddzielna kuchnia",False,/pl/oferta/mieszkanie-do-wynajecia-swiebodzice-ID4gwJk,"Świebodzice, dolnośląskie",1500.0,2.0,43.0,Biuro nieruchomości,50.8575475,16.3213376,Świdnicki,12683.64705882353
7893,47.0,550.0,2.0,7500.0,4.0,apartamentowiec,1980-01-01,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,,False,/pl/oferta/nowy-apartament-z-widokiem-na-wieze-mariacka-ID4gwEt,"Gdańsk, Śródmieście, Stare Miasto, Wałowa",3900.0,2.0,47.0,Biuro nieruchomości,54.3584168,18.6546345,Gdańsk,420796.0
7894,72.0,-1.0,4.0,-1.0,0.0,Rodzaj_zabudowy_inne,,0,0,0,,,biuro nieruchomości ,,,,,,,nie,,2020.0,Materiał_budynku_inne,,False,/pl/oferta/4-pokojowe-dla-pracownikow-dla-6-osob-ID4gwx7,"Poznań, Jeżyce, Podolany, Jasielska",3300.0,4.0,72.0,Biuro nieruchomości,52.4441582,16.8931273,Poznań,93138.2
7895,39.5,550.0,2.0,-1.0,2.0,blok,,1,0,0,,,biuro nieruchomości ,,meble,,,,plastikowe,nie,,1980.0,Materiał_budynku_inne,piwnica,False,/pl/oferta/2-pokoje-blisko-umk-miejsce-parkingowe-ID4g9fP,"Toruń, Bydgoskie Przedmieście",2000.0,2.0,39.5,Biuro nieruchomości,53.0092771,18.5678252,Toruń,175852.0
7896,50.0,-1.0,3.0,-1.0,8.0,apartamentowiec,,1,0,1,,do zamieszkania,biuro nieruchomości ,,,"telewizja kablowa, internet",,,plastikowe,tak,garaż/miejsce parkingowe,2016.0,Materiał_budynku_inne,,False,/pl/oferta/piekne-nowe-3pok-nowe-tysiaclecie-garaz-na-poz-0-ID4gwqT,"Katowice, Osiedle Tysiąclecia",2600.0,3.0,50.0,Biuro nieruchomości,50.28089869999999,18.9676608,Katowice,261379.0
7897,53.34,-1.0,2.0,2400.0,3.0,Rodzaj_zabudowy_inne,,1,0,0,,,biuro nieruchomości ,,meble,,miejskie,,plastikowe,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,,False,/pl/oferta/nowy-apartament-kaliska-stara-fabryka-2-pok-ID4gwwO,"Włocławek, Południe",2400.0,2.0,53.34,Biuro nieruchomości,52.642602,19.0398177,Włocławek,98487.0
7898,66.53,450.0,3.0,-1.0,0.0,blok,,1,0,1,,do zamieszkania,biuro nieruchomości ,,,,gazowe,"system alarmowy, monitoring / ochrona",drewniane,nie,garaż/miejsce parkingowe,2003.0,Materiał_budynku_inne,,False,/pl/oferta/ciche-mieszkanie-na-parterze-forteczna-wegrzce-ID4gww0,"Forteczna, Węgrzce, małopolskie",2700.0,3.0,66.53,Biuro nieruchomości,50.1145414,19.9688395,Krakowski,12487.90909090909
7899,86.55,-1.0,4.0,7400.0,3.0,blok,,1,0,0,,do zamieszkania,deweloper,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",internet,gazowe,domofon / wideofon,plastikowe,nie,garaż/miejsce parkingowe,2021.0,silikat,,False,/pl/oferta/nowe-mieszkanie-4-pok-z-antresola-2-lazienki-ID4ct1S,"Smolec, dolnośląskie",3700.0,4.0,86.55,Inwestycja deweloperska,51.0744343,16.8846569,Wrocławski,12567.666666666666
7900,30.0,360.0,1.0,2000.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, kuchenka, pralka",,miejskie,domofon / wideofon,plastikowe,nie,,1980.0,Materiał_budynku_inne,piwnica,False,/pl/oferta/mieszkanie-reptowska-30m2-pietro-1-balkon-ID4gw92,"Bytom, Miechowice, ul. Reptowska",1250.0,1.0,30.0,Biuro nieruchomości,50.3677122,18.8520553,Bytom,137345.0
7901,44.0,-1.0,2.0,-1.0,6.0,apartamentowiec,,0,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2021.0,cegła,,False,/pl/oferta/francuska-park-nowe-44m-lux-ID4gwud,"Katowice, Centrum, ul. Francuska",2100.0,2.0,44.0,Biuro nieruchomości,50.2440212,19.0244928,Katowice,261379.0
7902,59.0,700.0,2.0,-1.0,1.0,Rodzaj_zabudowy_inne,,0,0,0,,,biuro nieruchomości ,,,,,,,nie,,2014.0,Materiał_budynku_inne,,False,/pl/oferta/luksusowy-apartament-z-garazem-w-samym-centrum-ID4gwhH,"Warszawa, Śródmieście, Okrąg",4800.0,2.0,59.0,Biuro nieruchomości,52.2301878,21.036303,Warszawa,90327.38888888889
7903,72.0,500.0,4.0,15000.0,2.0,Rodzaj_zabudowy_inne,,1,0,0,,,biuro nieruchomości ,,,,,,,nie,garaż/miejsce parkingowe,2004.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-nad-jeziorem-piekna-okolica-ID4gmQf,"Chmielniki, kujawsko-pomorskie",5000.0,4.0,72.0,Biuro nieruchomości,53.0081555,18.0534574,Bydgoski,11612.1
7904,67.5,-1.0,4.0,8000.0,0.0,Rodzaj_zabudowy_inne,,0,0,1,,,biuro nieruchomości ,,,,,,,nie,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,pom. użytkowe,False,/pl/oferta/nowe-mieszkanie-nasze-jezyce-ID4gw2S,"Poznań, Jeżyce, Stanisława Szczepanowskiego",4400.0,4.0,67.5,Biuro nieruchomości,52.4188474,16.8976736,Poznań,93138.2
7905,57.42,550.0,3.0,4000.0,1.0,Rodzaj_zabudowy_inne,,0,0,1,,,biuro nieruchomości ,,"zmywarka, meble, piekarnik, pralka",,miejskie,teren zamknięty,plastikowe,nie,garaż/miejsce parkingowe,2007.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/3-pok-57-m2-parking-komorka-taras-pradnik-bialy-ID4gw8a,"Kraków, Prądnik Biały",2700.0,3.0,57.42,Biuro nieruchomości,50.0926876,19.9241497,Kraków,141070.0
7906,28.0,400.0,1.0,-1.0,1.0,apartamentowiec,,0,0,0,tak,do zamieszkania,biuro nieruchomości ,tak,"lodówka, meble, telewizor, pralka",,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",plastikowe,tak,,2018.0,inne,,False,/pl/oferta/1-pokoj-w-samym-centrum-ul-kilinskiego-142-ID4gwrw,"Łódź, Śródmieście, Jana Kilińskiego 142",1600.0,1.0,28.0,Biuro nieruchomości,51.7585054,19.4698335,Łódź,120202.8
7907,49.33,-1.0,3.0,5400.0,2.0,blok,,1,0,0,,do zamieszkania,deweloper,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",internet,gazowe,domofon / wideofon,plastikowe,nie,garaż/miejsce parkingowe,2021.0,silikat,,False,/pl/oferta/2-sypialnie-salon-z-aneksem-duzy-balkon-od-zaraz-ID4bWxR,"Smolec, dolnośląskie",2700.0,3.0,49.33,Inwestycja deweloperska,51.0744343,16.8846569,Wrocławski,12567.666666666666
7908,59.31,-1.0,3.0,-1.0,2.0,apartamentowiec,,1,0,0,,,biuro nieruchomości ,,"meble, pralka","telewizja kablowa, internet",miejskie,,plastikowe,tak,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/nowe-3-pokojowe-mieszkanie-dla-ciebie-ID4guW5,"Toruń, Jakubskie Przedmieście",2700.0,3.0,59.31,Biuro nieruchomości,53.0205534,18.6357046,Toruń,175852.0
7909,31.0,300.0,2.0,2000.0,3.0,blok,,1,0,0,,,biuro nieruchomości ,,,,miejskie,,plastikowe,tak,,2020.0,Materiał_budynku_inne,piwnica,False,/pl/oferta/nowoczesna-kawalerka-rzeszow-ul-malopolska-ID4guTB,"Rzeszów, Pobitno",1900.0,2.0,31.0,Biuro nieruchomości,50.0443389,22.0328754,Rzeszów,185662.0
7910,58.0,-1.0,3.0,-1.0,4.0,blok,,1,0,0,,,biuro nieruchomości ,,"lodówka, piekarnik, pralka",,miejskie,,plastikowe,tak,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/nowe-3-pokojowe-58m-na-ul-wolynskiej-projektant-ID4guTv,"Rzeszów, Przybyszówka, Wołyńska",2500.0,3.0,58.0,Biuro nieruchomości,50.0410553,21.9530788,Rzeszów,185662.0
7912,57.2,-1.0,3.0,7000.0,2.0,Rodzaj_zabudowy_inne,,1,0,0,,,biuro nieruchomości ,,,,miejskie,,plastikowe,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,,False,/pl/oferta/2pok-57-2m2-nowe-blisko-parku-szczesliwickiego-ID4gw2E,"Warszawa, Ochota",4100.0,3.0,57.2,Biuro nieruchomości,52.2103359,20.9712206,Warszawa,90327.38888888889
7916,33.0,350.0,1.0,1700.0,1.0,apartamentowiec,,0,0,0,tak,do zamieszkania,biuro nieruchomości ,tak,,"telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,nie,,2010.0,cegła,,False,/pl/oferta/ul-otwinowskiego-doskonala-lokalizacja-super-cena-ID4gtgS,"Kraków, Prądnik Czerwony, Rakowice, ul. Stefana Otwinowskiego",1350.0,1.0,33.0,Biuro nieruchomości,50.0779233,19.9613116,Kraków,141070.0
7917,70.95,1200.0,3.0,8500.0,3.0,Rodzaj_zabudowy_inne,,1,0,0,,,biuro nieruchomości ,,meble,,,,,nie,garaż/miejsce parkingowe,2015.0,Materiał_budynku_inne,,False,/pl/oferta/angel-wawel-apartament-71m2-3-pokoje-ID4gtfo,"Kraków, Stare Miasto, Sukiennicza",6900.0,3.0,70.95,Biuro nieruchomości,50.0508888,19.9383313,Kraków,141070.0
7920,48.0,400.0,2.0,4500.0,1.0,Rodzaj_zabudowy_inne,,1,0,0,,,biuro nieruchomości ,,meble,"telewizja kablowa, internet",miejskie,domofon / wideofon,plastikowe,nie,,2021.0,Materiał_budynku_inne,piwnica,False,/pl/oferta/do-wynajecia-nowe-mieszkanie-2-pokojowe-slupsk-ID4gtc3,"Marii Zaborowskiej, Słupsk, pomorskie",2000.0,2.0,48.0,Biuro nieruchomości,54.4636897,16.9826618,Słupsk,80626.0
7921,29.0,-1.0,1.0,900.0,8.0,blok,,1,0,0,,,biuro nieruchomości ,,,,miejskie,,drewniane,tak,,1977.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-29-m-wloclawek-ID4gteB,"Włocławek, Zazamcze",900.0,1.0,29.0,Biuro nieruchomości,52.6673193,19.0395174,Włocławek,98487.0
7922,44.0,-1.0,2.0,-1.0,4.0,apartamentowiec,2022-08-01,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,inne,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,,False,/pl/oferta/apartament-44m2-ul-wenecjanska-ID4eFcf,"Poznań, Stare Miasto, Centrum",3000.0,2.0,44.0,Biuro nieruchomości,52.4093634,16.9317991,Poznań,93138.2
7923,110.0,200.0,4.0,-1.0,3.0,kamienica,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet",gazowe,,,nie,garaż/miejsce parkingowe,2002.0,wielka płyta,,False,/pl/oferta/mieszkanie-110-m-szczecin-ID4gtbR,"Szczecin, Śródmieście, Podzamcze",5000.0,4.0,110.0,Biuro nieruchomości,53.4235291,14.5593348,Szczecin,347786.0
7924,61.0,-1.0,3.0,9000.0,1.0,apartamentowiec,,1,0,1,,,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2022.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/apartament-61m2-3pokoje-taras-66m2-wolne-10-06-ID4gtim,"Katowice, Brynów-Zgrzebnioka, Brynów, Gawronów",4500.0,3.0,61.0,Biuro nieruchomości,50.237537,19.002539,Katowice,261379.0
7925,54.3,-1.0,2.0,-1.0,4.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,"telewizja kablowa, internet, telefon",miejskie,monitoring / ochrona,plastikowe,tak,,2008.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/petla-autobusowa-2-pok-garaz-okazja-ID4gtax,"Warszawa, Białołęka, Strumykowa",3300.0,2.0,54.3,Biuro nieruchomości,52.3296423,20.9455151,Warszawa,90327.38888888889
